date_time,is_holiday,air_pollution_index,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,weather_description,traffic_volume,accident
2012-10-06 12:00:00,None,269,24,0,248,6,6,279.08,0.0,0.0,40,Clouds,scattered clouds,5669,65
2012-10-06 13:00:00,None,280,31,4,239,6,6,280.12,0.0,0.0,75,Clouds,broken clouds,5074,48
2012-10-06 14:00:00,None,264,62,9,230,7,7,280.25,0.0,0.0,75,Clouds,broken clouds,5025,44
2012-10-06 15:00:00,None,149,70,5,240,5,5,280.0,0.0,0.0,75,Clouds,broken clouds,5153,42
2012-10-06 16:00:00,None,77,70,9,240,5,5,279.06,0.0,0.0,90,Clouds,overcast clouds,5024,48
2012-10-06 17:00:00,None,77,70,8,250,1,1,278.91,0.0,0.0,90,Clouds,overcast clouds,4779,45
2012-10-06 18:00:00,None,178,70,7,250,1,1,278.39,0.0,0.0,90,Clouds,overcast clouds,4362,44
2012-10-06 19:00:00,None,114,61,9,250,8,8,278.16,0.0,0.0,90,Clouds,overcast clouds,3860,43
2012-10-06 20:00:00,None,67,65,9,260,2,2,278.16,0.0,0.0,90,Clouds,overcast clouds,3160,33
2012-10-06 21:00:00,None,196,70,8,250,1,1,277.93,0.0,0.0,90,Clouds,overcast clouds,2992,30
2012-10-06 22:00:00,None,65,70,10,270,5,5,276.9,0.0,0.0,90,Clouds,overcast clouds,3202,26
2012-10-06 23:00:00,None,13,70,12,260,5,5,276.34,0.0,0.0,75,Clouds,broken clouds,1941,17
2012-10-07 00:00:00,None,294,70,10,260,2,2,276.11,0.0,0.0,75,Clouds,broken clouds,1233,13
2012-10-07 03:00:00,None,26,70,12,270,6,6,275.73,0.0,0.0,90,Clouds,overcast clouds,323,2
2012-10-07 04:00:00,None,246,70,8,260,7,7,275.65,0.0,0.0,90,Clouds,overcast clouds,312,2
2012-10-07 05:00:00,None,259,70,7,270,4,4,275.51,0.0,0.0,75,Clouds,broken clouds,627,6
2012-10-07 06:00:00,None,33,52,8,280,9,9,275.05,0.0,0.0,90,Clouds,overcast clouds,1508,16
2012-10-07 07:00:00,None,125,52,8,290,3,3,274.77,0.0,0.0,90,Clouds,overcast clouds,1539,13
2012-10-07 08:00:00,None,247,52,5,280,9,9,274.77,0.0,0.0,75,Clouds,broken clouds,2232,24
2012-10-07 09:00:00,None,178,56,7,290,7,7,275.55,0.0,0.0,75,Clouds,broken clouds,4568,45
2012-10-07 10:00:00,None,297,56,8,280,7,7,276.24,0.0,0.0,75,Clouds,broken clouds,4624,37
2012-10-07 11:00:00,None,250,56,7,290,1,1,277.01,0.0,0.0,90,Clouds,overcast clouds,4529,42
2012-10-07 12:00:00,None,299,56,9,270,5,5,277.43,0.0,0.0,90,Clouds,overcast clouds,5139,57
2012-10-07 13:00:00,None,260,56,8,270,5,5,278.45,0.0,0.0,90,Clouds,overcast clouds,6640,71
2012-10-07 14:00:00,None,174,28,8,275,8,8,279.27,0.0,0.0,90,Clouds,overcast clouds,6589,56
2012-10-07 15:00:00,None,150,56,9,280,1,1,279.27,0.0,0.0,90,Clouds,overcast clouds,4429,36
2012-10-07 16:00:00,None,129,60,7,280,7,7,279.44,0.0,0.0,90,Clouds,overcast clouds,4329,49
2012-10-07 17:00:00,None,170,64,6,270,5,5,279.32,0.0,0.0,90,Clouds,overcast clouds,3833,33
2012-10-07 18:00:00,None,114,69,5,260,4,4,279.27,0.0,0.0,90,Clouds,overcast clouds,4015,36
2012-10-07 19:00:00,None,101,80,4,260,1,1,278.11,0.0,0.0,90,Clouds,overcast clouds,3382,40
2012-10-07 20:00:00,None,213,80,5,250,2,2,276.79,0.0,0.0,75,Clouds,broken clouds,2815,22
2012-10-07 21:00:00,None,49,60,7,280,4,4,275.73,0.0,0.0,90,Clouds,overcast clouds,2110,24
2012-10-07 22:00:00,None,63,56,8,260,5,5,274.88,0.0,0.0,75,Clouds,broken clouds,1555,16
2012-10-07 23:00:00,None,98,45,8,290,9,9,273.92,0.0,0.0,20,Clouds,few clouds,959,9
2012-10-08 00:00:00,Columbus Day,144,45,9,300,5,5,273.08,0.0,0.0,20,Clouds,few clouds,455,5
2012-10-08 01:00:00,None,11,42,7,290,6,6,272.62,0.0,0.0,20,Clouds,few clouds,336,3
2012-10-08 02:00:00,None,106,42,8,280,7,7,271.78,0.0,0.0,1,Clear,sky is clear,265,2
2012-10-08 03:00:00,None,65,45,10,310,8,8,271.05,0.0,0.0,1,Clear,sky is clear,314,3
2012-10-08 04:00:00,None,133,48,7,300,6,6,270.63,0.0,0.0,1,Clear,sky is clear,779,9
2012-10-08 05:00:00,None,194,48,8,290,2,2,270.33,0.0,0.0,1,Clear,sky is clear,2571,28
2012-10-08 06:00:00,None,134,52,6,290,6,6,269.61,0.0,0.0,20,Clouds,few clouds,5563,55
2012-10-08 07:00:00,None,273,52,8,280,9,9,270.01,0.0,0.0,20,Clouds,few clouds,6676,54
2012-10-08 08:00:00,None,200,56,7,300,4,4,271.23,0.0,0.0,20,Clouds,few clouds,5966,61
2012-10-08 09:00:00,None,224,55,8,310,6,6,273.71,0.0,0.0,20,Clouds,few clouds,4832,54
2012-10-08 10:00:00,None,230,55,6,300,4,4,276.77,0.0,0.0,20,Clouds,few clouds,4395,50
2012-10-08 11:00:00,None,208,59,5,300,7,7,279.47,0.0,0.0,20,Clouds,few clouds,4411,44
2012-10-08 12:00:00,None,183,62,5,300,1,1,279.84,0.0,0.0,1,Clear,sky is clear,4648,49
2012-10-08 13:00:00,None,226,65,5,300,1,1,282.34,0.0,0.0,40,Clouds,scattered clouds,4602,50
2012-10-08 14:00:00,None,215,69,5,300,9,9,282.94,0.0,0.0,40,Clouds,scattered clouds,5125,55
2012-10-08 15:00:00,None,76,69,7,310,1,1,283.48,0.0,0.0,1,Clear,sky is clear,5502,56
2012-10-08 16:00:00,None,183,69,5,320,5,5,284.33,0.0,0.0,1,Clear,sky is clear,5979,69
2012-10-08 17:00:00,None,87,69,6,330,9,9,284.48,0.0,0.0,40,Clouds,scattered clouds,5663,57
2012-10-08 18:00:00,None,51,74,4,320,1,1,284.23,0.0,0.0,40,Clouds,scattered clouds,4259,44
2012-10-08 19:00:00,None,73,74,4,330,8,8,281.99,0.0,0.0,20,Clouds,few clouds,3069,36
2012-10-08 20:00:00,None,208,69,5,330,6,6,279.81,0.0,0.0,1,Clear,sky is clear,2378,19
2012-10-08 21:00:00,None,99,64,4,340,5,5,279.35,0.0,0.0,1,Clear,sky is clear,2030,23
2012-10-08 22:00:00,None,16,55,6,340,5,5,278.9,0.0,0.0,1,Clear,sky is clear,1400,13
2012-10-08 23:00:00,None,272,59,5,330,8,8,278.46,0.0,0.0,1,Clear,sky is clear,917,7
2012-10-09 00:00:00,None,131,41,4,340,8,8,277.78,0.0,0.0,1,Clear,sky is clear,515,5
2012-10-09 01:00:00,None,173,41,4,350,1,1,277.27,0.0,0.0,1,Clear,sky is clear,302,2
2012-10-09 02:00:00,None,125,41,4,310,9,9,277.47,0.0,0.0,1,Clear,sky is clear,251,2
2012-10-09 04:00:00,None,22,45,2,320,8,8,276.97,0.0,0.0,20,Clouds,few clouds,798,6
2012-10-09 05:00:00,None,29,41,5,350,7,7,276.52,0.0,0.0,40,Clouds,scattered clouds,2678,28
2012-10-09 06:00:00,None,210,38,3,350,8,8,276.6,0.0,0.0,40,Clouds,scattered clouds,5733,61
2012-10-09 07:00:00,None,263,38,2,360,4,4,277.31,0.0,0.0,75,Clouds,broken clouds,6449,69
2012-10-09 08:00:00,None,95,41,1,290,6,6,278.38,0.0,0.0,90,Clouds,overcast clouds,5765,56
2012-10-09 09:00:00,None,189,48,1,270,3,3,279.35,0.0,0.0,90,Clouds,overcast clouds,5599,66
2012-10-09 10:00:00,None,246,51,1,250,2,2,281.37,0.0,0.0,90,Clouds,overcast clouds,4534,46
2012-10-09 11:00:00,None,70,59,0,0,4,4,283.11,0.0,0.0,90,Clouds,overcast clouds,4691,39
2012-10-09 12:00:00,None,224,64,1,250,8,8,284.08,0.0,0.0,75,Clouds,broken clouds,5067,44
2012-10-09 13:00:00,None,224,69,0,0,4,4,285.14,0.0,0.0,75,Clouds,broken clouds,5030,43
2012-10-09 14:00:00,None,99,69,0,0,1,1,286.35,0.0,0.0,90,Clouds,overcast clouds,5300,43
2012-10-09 15:00:00,None,105,69,1,220,6,6,287.23,0.0,0.0,100,Rain,light rain,5777,52
2012-10-09 16:00:00,None,70,80,1,200,1,1,288.53,0.0,0.0,90,Clouds,overcast clouds,6349,52
2012-10-09 17:00:00,None,65,79,1,200,8,8,290.37,0.0,0.0,90,Clouds,overcast clouds,6127,58
2012-10-09 18:00:00,None,229,79,1,200,6,6,290.13,0.0,0.0,90,Clouds,overcast clouds,4460,52
2012-10-09 19:00:00,None,103,74,2,230,6,6,288.86,0.0,0.0,75,Clouds,broken clouds,3418,27
2012-10-09 20:00:00,None,49,74,0,0,4,4,287.36,0.0,0.0,90,Clouds,overcast clouds,2775,31
2012-10-09 21:00:00,None,257,74,3,220,1,1,285.11,0.0,0.0,90,Clouds,overcast clouds,2306,22
2012-10-09 22:00:00,None,226,51,5,230,2,2,283.46,0.0,0.0,90,Clouds,overcast clouds,1846,16
2012-10-09 23:00:00,None,163,44,4,230,4,4,282.45,0.0,0.0,90,Clouds,overcast clouds,947,9
2012-10-10 00:00:00,None,71,42,3,220,7,7,281.88,0.0,0.0,90,Clouds,overcast clouds,494,5
2012-10-10 01:00:00,None,249,31,4,230,3,3,281.78,0.0,0.0,90,Clouds,overcast clouds,332,3
2012-10-10 02:00:00,None,199,27,5,220,1,1,281.09,0.0,0.0,75,Clouds,broken clouds,261,2
2012-10-10 03:00:00,None,155,31,4,210,5,5,281.17,0.0,0.0,90,Clouds,overcast clouds,361,3
2012-10-10 06:00:00,None,19,25,4,210,3,3,281.25,0.0,0.0,92,Clear,sky is clear,5875,55
2012-10-10 07:00:00,None,69,23,3,220,3,3,281.25,0.0,0.0,99,Drizzle,light intensity drizzle,6793,69
2012-10-10 07:00:00,None,139,21,6,220,2,2,281.25,0.0,0.0,99,Rain,light rain,6793,55
2012-10-10 08:00:00,None,184,27,2,170,2,2,280.1,0.0,0.0,99,Rain,light rain,6283,67
2012-10-10 08:00:00,None,82,33,3,150,7,7,280.1,0.0,0.0,99,Drizzle,light intensity drizzle,6283,59
2012-10-10 09:00:00,None,248,33,3,160,3,3,279.61,0.0,0.0,99,Rain,light rain,5680,67
2012-10-10 09:00:00,None,188,36,3,170,6,6,279.61,0.0,0.0,99,Drizzle,light intensity drizzle,5680,52
2012-10-10 10:00:00,None,76,39,3,170,2,2,279.67,0.0,0.0,99,Clear,sky is clear,4632,41
2012-10-10 11:00:00,None,90,45,2,130,2,2,280.19,0.0,0.0,1,Clear,sky is clear,4887,52
2012-10-10 12:00:00,None,86,51,2,140,3,3,282.09,0.0,0.0,75,Clouds,broken clouds,5030,47
2012-10-10 13:00:00,None,257,42,2,200,7,7,282.26,0.0,0.0,75,Clouds,broken clouds,5067,45
2012-10-10 14:00:00,None,204,45,2,195,9,9,282.05,0.0,0.0,90,Clouds,overcast clouds,5227,50
2012-10-10 15:00:00,None,77,48,3,190,2,2,281.59,0.0,0.0,90,Clouds,overcast clouds,5610,52
2012-10-10 16:00:00,None,65,52,2,190,2,2,281.23,0.0,0.0,81,Clear,sky is clear,6286,71
2012-10-10 18:00:00,None,108,52,2,180,8,8,282.6,0.0,0.0,81,Clear,sky is clear,4775,54
2012-10-10 19:00:00,None,279,56,2,190,8,8,282.6,0.0,0.0,81,Clear,sky is clear,3340,34
2012-10-10 20:00:00,None,85,52,3,170,7,7,282.6,0.0,0.0,81,Clear,sky is clear,3013,26
2012-10-10 21:00:00,None,75,52,2,170,6,6,282.6,0.0,0.0,81,Clear,sky is clear,2603,22
2012-10-10 22:00:00,None,42,49,3,150,9,9,282.6,0.0,0.0,81,Clear,sky is clear,1910,16
2012-10-10 23:00:00,None,278,43,4,180,5,5,282.6,0.0,0.0,81,Clear,sky is clear,1037,12
2012-10-11 01:00:00,None,39,43,4,180,4,4,273.9,0.0,0.0,1,Clear,sky is clear,347,3
2012-10-11 03:00:00,None,35,43,5,170,4,4,274.4,0.0,0.0,75,Clouds,broken clouds,350,3
2012-10-11 04:00:00,None,219,43,4,180,8,8,274.05,0.0,0.0,75,Clouds,broken clouds,850,8
2012-10-11 05:00:00,None,278,41,5,200,5,5,273.71,0.0,0.0,40,Clouds,scattered clouds,2791,30
2012-10-11 06:00:00,None,132,41,4,200,6,6,272.66,0.0,0.0,1,Clear,sky is clear,5809,47
2012-10-11 07:00:00,None,42,27,5,210,1,1,272.65,0.0,0.0,1,Clear,sky is clear,6798,67
2012-10-11 08:00:00,None,152,31,4,260,8,8,272.52,0.0,0.0,1,Clear,sky is clear,6304,66
2012-10-11 09:00:00,None,154,36,6,280,8,8,275.19,0.0,0.0,20,Clouds,few clouds,5291,42
2012-10-11 10:00:00,None,271,44,6,280,9,9,275.34,0.0,0.0,1,Clear,sky is clear,4638,46
2012-10-11 14:00:00,None,14,47,7,300,8,8,284.1,0.0,0.0,50,Clear,sky is clear,5557,44
2012-10-11 15:00:00,None,170,54,7,300,1,1,284.1,0.0,0.0,50,Clear,sky is clear,5818,50
2012-10-11 16:00:00,None,153,53,2,290,2,2,283.78,0.0,0.0,75,Clouds,broken clouds,6272,64
2012-10-11 17:00:00,None,161,57,1,230,9,9,283.52,0.0,0.0,75,Clouds,broken clouds,5944,67
2012-10-11 18:00:00,None,14,57,2,220,3,3,283.32,0.0,0.0,90,Clouds,overcast clouds,4949,49
2012-10-11 19:00:00,None,204,61,1,220,7,7,282.06,0.0,0.0,90,Clouds,overcast clouds,3511,36
2012-10-11 20:00:00,None,134,61,3,220,6,6,281.95,0.0,0.0,90,Clouds,overcast clouds,3039,26
2012-10-11 21:00:00,None,85,63,2,253,5,5,281.81,0.0,0.0,90,Clouds,overcast clouds,2679,31
2012-10-11 22:00:00,None,178,65,1,286,3,3,282.16,0.0,0.0,90,Clouds,overcast clouds,2094,16
2012-10-11 23:00:00,None,226,68,0,320,4,4,282.53,0.0,0.0,90,Clouds,overcast clouds,1284,15
2012-10-12 00:00:00,None,192,66,3,260,6,6,283.91,0.0,0.0,90,Clouds,overcast clouds,630,6
2012-10-12 01:00:00,None,122,65,7,310,6,6,284.64,0.0,0.0,90,Clouds,overcast clouds,410,3
2012-10-12 02:00:00,None,285,87,4,280,3,3,284.61,0.0,0.0,90,Clouds,overcast clouds,331,3
2012-10-12 03:00:00,None,187,75,3,217,6,6,283.18,0.0,0.0,72,Drizzle,light intensity drizzle,372,3
2012-10-12 04:00:00,None,134,75,5,260,8,8,282.26,0.0,0.0,72,Rain,light rain,739,6
2012-10-12 05:00:00,None,208,57,7,270,7,7,280.77,0.0,0.0,72,Drizzle,light intensity drizzle,2561,24
2012-10-12 06:00:00,None,147,39,9,270,1,1,278.53,0.0,0.0,75,Clouds,broken clouds,5586,62
2012-10-12 07:00:00,None,227,42,6,290,1,1,277.64,0.0,0.0,75,Clouds,broken clouds,6992,67
2012-10-12 08:00:00,None,177,42,6,270,8,8,277.9,0.0,0.0,90,Clouds,overcast clouds,5860,63
2012-10-12 09:00:00,None,143,49,4,313,9,9,278.18,0.0,0.0,90,Clouds,overcast clouds,5230,42
2012-10-12 10:00:00,None,170,47,5,305,8,8,279.29,0.0,0.0,75,Clouds,broken clouds,4864,43
2012-10-12 11:00:00,None,281,45,7,297,4,4,280.45,0.0,0.0,75,Clouds,broken clouds,5146,41
2012-10-12 12:00:00,None,289,45,7,297,4,4,280.95,0.0,0.0,40,Clouds,scattered clouds,5526,58
2012-10-12 13:00:00,None,257,45,7,297,3,3,281.74,0.0,0.0,40,Clouds,scattered clouds,5383,60
2012-10-12 14:00:00,None,231,45,7,297,7,7,281.84,0.0,0.0,75,Clouds,broken clouds,5758,54
2012-10-12 15:00:00,None,181,45,7,297,1,1,282.45,0.0,0.0,75,Clouds,broken clouds,5889,48
2012-10-12 16:00:00,None,268,45,7,297,1,1,282.2,0.0,0.0,75,Clouds,broken clouds,6057,57
2012-10-12 17:00:00,None,265,57,5,288,2,2,281.54,0.0,0.0,40,Clouds,scattered clouds,6028,64
2012-10-12 18:00:00,None,177,69,3,280,4,4,280.21,0.0,0.0,20,Clouds,few clouds,5257,52
2012-10-12 23:00:00,None,129,66,4,285,1,1,282.2,0.0,0.0,56,Clear,sky is clear,1897,17
2012-10-13 00:00:00,None,28,64,4,290,5,5,272.58,0.0,0.0,1,Clear,sky is clear,1335,10
2012-10-13 01:00:00,None,256,64,4,300,2,2,272.06,0.0,0.0,1,Clear,sky is clear,769,6
2012-10-13 02:00:00,None,214,64,3,280,5,5,270.99,0.0,0.0,1,Clear,sky is clear,570,4
2012-10-13 03:00:00,None,76,74,3,260,5,5,270.29,0.0,0.0,20,Clouds,few clouds,413,4
2012-10-13 04:00:00,None,194,74,2,260,6,6,269.48,0.0,0.0,1,Clear,sky is clear,399,4
2012-10-13 05:00:00,None,117,86,2,260,9,9,269.27,0.0,0.0,1,Clear,sky is clear,740,8
2012-10-13 06:00:00,None,174,64,2,270,3,3,268.91,0.0,0.0,1,Clear,sky is clear,1420,11
